1585699200000,0.17359000,0.17630000,0.16783000,0.17494000,184017110.90000000,1585785599999,31705061.12557000,90526,91016988.70000000,15689470.46147200,0
1585785600000,0.17497000,0.18650000,0.17384000,0.17828000,223398206.00000000,1585871999999,39831050.60915700,115503,111051934.70000000,19798847.44281200,0
1585872000000,0.17828000,0.18277000,0.17568000,0.17957000,170663444.50000000,1585958399999,30611897.82359600,90917,84737602.00000000,15199502.60901800,0
1585958400000,0.17956000,0.18365000,0.17770000,0.18114000,117148787.30000000,1586044799999,21073737.20388900,66824,57157708.50000000,10286236.08777100,0
1586044800000,0.18114000,0.18206000,0.17627000,0.17925000,83641306.30000000,1586131199999,15006077.30518900,50886,42029864.50000000,7541679.08420700,0
1586131200000,0.17927000,0.19834000,0.17917000,0.19803000,225433233.40000000,1586217599999,42647674.02742000,112627,117245575.00000000,22172198.61279900,0
1586217600000,0.19800000,0.20519000,0.18986000,0.19285000,271460619.00000000,1586303999999,53940498.19654900,134853,130617202.80000000,25960210.10184300,0
1586304000000,0.19283000,0.20294000,0.19155000,0.20192000,154841655.00000000,1586390399999,30755096.87022200,86134,74128007.70000000,14722543.03302100,0
1586390400000,0.20192000,0.20231000,0.19380000,0.19829000,104421253.80000000,1586476799999,20760538.16282100,61829,48524107.90000000,9646510.79974400,0
1586476800000,0.19826000,0.19872000,0.18119000,0.18758000,160752187.00000000,1586563199999,30441890.60896300,95030,72838709.90000000,13782179.40033000,0
1586563200000,0.18760000,0.19213000,0.18500000,0.18850000,100598265.90000000,1586649599999,18977182.62824600,63329,47837844.70000000,9021072.32810500,0
1586649600000,0.18848000,0.19567000,0.18616000,0.18939000,129786730.40000000,1586735999999,24900274.47630900,79193,61902062.60000000,11871165.30152000,0
1586736000000,0.18932000,0.18947000,0.18011000,0.18763000,158956441.40000000,1586822399999,29319579.40597100,100241,77280122.60000000,14253442.84806200,0
1586822400000,0.18764000,0.18931000,0.18313000,0.18613000,93684121.10000000,1586908799999,17488252.49398600,60969,47036853.10000000,8780642.09158900,0
1586908800000,0.18605000,0.18973000,0.18000000,0.18050000,121466630.10000000,1586995199999,22474988.49845100,69564,58562317.70000000,10842228.40392200,0
1586995200000,0.18050000,0.19399000,0.17400000,0.19053000,220290862.90000000,1587081599999,41065594.10463900,128158,107858708.10000000,20140339.84127500,0
1587081600000,0.19050000,0.19185000,0.18618000,0.18863000,91976842.00000000,1587167999999,17382005.13933200,56871,44723965.60000000,8450954.98455600,0
1587168000000,0.18863000,0.19715000,0.18838000,0.19544000,113765553.30000000,1587254399999,21916048.61832500,66572,53294534.60000000,10266845.75827600,0
1587254400000,0.19539000,0.19638000,0.18772000,0.18901000,89989794.30000000,1587340799999,17264504.16932100,56772,43229042.40000000,8295551.81751600,0
1587340800000,0.18892000,0.19453000,0.17821000,0.18151000,174028243.00000000,1587427199999,32618188.18551600,99628,84872303.40000000,15909092.33867500,0
1587427200000,0.18147000,0.18637000,0.18109000,0.18341000,111773322.90000000,1587513599999,20526910.21059300,67984,54843961.10000000,10072551.05240900,0
1587513600000,0.18342000,0.18964000,0.18202000,0.18804000,93916879.30000000,1587599999999,17524430.81115300,52154,48210284.30000000,9003130.03597700,0
1587600000000,0.18803000,0.19951000,0.18558000,0.19260000,179113808.30000000,1587686399999,34473402.30824200,96564,90404540.20000000,17403545.20349600,0
1587686400000,0.19261000,0.19695000,0.19197000,0.19325000,113830925.10000000,1587772799999,22146163.86090700,63836,53425759.90000000,10396945.48122700,0
1587772800000,0.19327000,0.19776000,0.19160000,0.19418000,78779257.10000000,1587859199999,15346321.20107100,50207,38762048.30000000,7553037.40942200,0
1587859200000,0.19414000,0.19775000,0.19133000,0.19618000,93225699.40000000,1587945599999,18195800.86469700,59771,43075545.80000000,8408995.12382200,0
1587945600000,0.19620000,0.19979000,0.19407000,0.19747000,104536714.30000000,1588031999999,20557795.79788300,60143,50656973.90000000,9961661.30267000,0
1588032000000,0.19750000,0.21806000,0.19459000,0.21416000,244843302.10000000,1588118399999,50693359.87898900,124464,125829640.80000000,26049042.22580300,0
1588118400000,0.21415000,0.23075000,0.20981000,0.22648000,292096742.30000000,1588204799999,64552311.11937100,169826,147949484.80000000,32710250.00956800,0
1588204800000,0.22644000,0.23590000,0.20816000,0.21135000,314088335.10000000,1588291199999,69473163.64863200,187611,155872754.70000000,34486920.16090900,0
